0,0,1.2246e-16,0
1.157,0.0048153,-0.098017,0
2.314,0.019215,-0.19509,0
3.471,0.04306,-0.29028,0
4.628,0.07612,-0.38268,0
5.785,0.11808,-0.4714,0
6.942,0.16853,-0.55557,0
8.099,0.22699,-0.63439,0
9.256,0.29289,-0.70711,0
10.413,0.36561,-0.77301,0
11.57,0.44443,-0.83147,0
12.727,0.5286,-0.88192,0
13.884,0.61732,-0.92388,0
15.041,0.70972,-0.95694,0
16.198,0.80491,-0.98079,0
17.355,0.90198,-0.99518,0
18.512,1,-1,0
19.669,1.098,-0.99518,0
20.826,1.1951,-0.98079,0
21.983,1.2903,-0.95694,0
23.14,1.3827,-0.92388,0
24.297,1.4714,-0.88192,0
25.454,1.5556,-0.83147,0
26.611,1.6344,-0.77301,0
27.768,1.7071,-0.70711,0
28.925,1.773,-0.63439,0
30.082,1.8315,-0.55557,0
31.239,1.8819,-0.4714,0
32.396,1.9239,-0.38268,0
33.553,1.9569,-0.29028,0
34.71,1.9808,-0.19509,0
35.867,1.9952,-0.098017,0
37.024,2,-2.4493e-16,0
38.181,1.9952,0.098017,0
39.338,1.9808,0.19509,0
40.495,1.9569,0.29028,0
41.652,1.9239,0.38268,0
42.809,1.8819,0.4714,0
43.966,1.8315,0.55557,0
45.123,1.773,0.63439,0
46.28,1.7071,0.70711,0
47.437,1.6344,0.77301,0
48.594,1.5556,0.83147,0
49.751,1.4714,0.88192,0
50.908,1.3827,0.92388,0
52.065,1.2903,0.95694,0
53.222,1.1951,0.98079,0
54.379,1.098,0.99518,0
55.536,1,1,0
56.693,0.90198,0.99518,0
57.85,0.80491,0.98079,0
59.007,0.70972,0.95694,0
60.164,0.61732,0.92388,0
61.321,0.5286,0.88192,0
62.478,0.44443,0.83147,0
63.635,0.36561,0.77301,0
64.792,0.29289,0.70711,0
65.949,0.22699,0.63439,0
67.106,0.16853,0.55557,0
68.263,0.11808,0.4714,0
69.42,0.07612,0.38268,0
70.577,0.04306,0.29028,0
71.734,0.019215,0.19509,0
72.891,0.0048153,0.098017,0
74.048,0,3.6739e-16,0
